ts,src_id,dst_id,src_ip,dst_ip,packets,bytes
1033,19,14,10.2.0.16,10.2.0.11,9,6444
1034,27,1,10.3.0.12,10.1.0.10,7,5348
1035,13,23,10.2.0.10,10.2.0.20,8,2200
1036,11,3,10.1.0.20,10.1.0.12,16,7088
1037,15,20,10.2.0.12,10.2.0.17,13,16770
1038,12,8,10.1.0.21,10.1.0.17,10,10530
1039,35,36,10.3.0.20,10.3.0.21,3,2538
1040,21,15,10.2.0.18,10.2.0.12,18,23400
1041,25,26,10.3.0.10,10.3.0.11,11,2409
1042,11,16,10.1.0.20,10.2.0.13,15,15825
1043,10,9,10.1.0.19,10.1.0.18,10,12080
1044,33,26,10.3.0.18,10.3.0.11,14,3976
1045,36,33,10.3.0.21,10.3.0.18,15,16380
1046,30,28,10.3.0.15,10.3.0.13,11,14927
1047,28,25,10.3.0.13,10.3.0.10,16,14080
1048,12,10,10.1.0.21,10.1.0.19,8,3208
1049,30,36,10.3.0.15,10.3.0.21,9,10305
1050,5,2,10.1.0.14,10.1.0.11,8,8800
1051,5,12,10.1.0.14,10.1.0.21,2,2556
1052,36,30,10.3.0.21,10.3.0.15,17,19465
1053,5,7,10.1.0.14,10.1.0.16,12,5340
1054,12,2,10.1.0.21,10.1.0.11,4,5068
1055,32,27,10.3.0.17,10.3.0.12,5,1150
1056,19,24,10.2.0.16,10.2.0.21,10,9550
1057,36,32,10.3.0.21,10.3.0.17,2,1128
1058,12,28,10.1.0.21,10.3.0.13,15,15090
1059,24,17,10.2.0.21,10.2.0.14,10,2650
1060,30,26,10.3.0.15,10.3.0.11,13,5226
1061,9,31,10.1.0.18,10.3.0.16,17,10863
1062,31,12,10.3.0.16,10.1.0.21,5,6640
1063,19,33,10.2.0.16,10.3.0.18,4,3076
1064,36,29,10.3.0.21,10.3.0.14,16,9360
1065,6,4,10.1.0.15,10.1.0.13,17,12342
1066,19,14,10.2.0.16,10.2.0.11,12,12600
1067,14,24,10.2.0.11,10.2.0.21,19,16207
1068,19,15,10.2.0.16,10.2.0.12,3,570
1069,21,14,10.2.0.18,10.2.0.11,11,2860
1070,11,12,10.1.0.20,10.1.0.21,2,1958
1071,24,22,10.2.0.21,10.2.0.19,20,9340
1072,33,35,10.3.0.18,10.3.0.20,11,6776
1073,32,28,10.3.0.17,10.3.0.13,9,3753
1074,33,32,10.3.0.18,10.3.0.17,12,13764
1075,14,18,10.2.0.11,10.2.0.15,16,9872
1076,1,12,10.1.0.10,10.1.0.21,9,10161
1077,29,5,10.3.0.14,10.1.0.14,6,6306
1078,11,4,10.1.0.20,10.1.0.13,18,21384
1079,36,30,10.3.0.21,10.3.0.15,10,7720
1080,33,36,10.3.0.18,10.3.0.21,16,9488
1081,2,3,10.1.0.11,10.1.0.12,16,3072
1082,32,33,10.3.0.17,10.3.0.18,3,3678
1083,6,5,10.1.0.15,10.1.0.14,12,14460
1084,13,23,10.2.0.10,10.2.0.20,15,6705
1085,21,16,10.2.0.18,10.2.0.13,8,7728
1086,21,17,10.2.0.18,10.2.0.14,8,8120
1087,3,8,10.1.0.12,10.1.0.17,14,10920
1088,4,23,10.1.0.13,10.2.0.20,16,15936
1089,22,16,10.2.0.19,10.2.0.13,11,12749
1090,5,12,10.1.0.14,10.1.0.21,5,2260
1091,5,10,10.1.0.14,10.1.0.19,7,4004
1092,12,8,10.1.0.21,10.1.0.17,7,9394
1093,17,23,10.2.0.14,10.2.0.20,8,9064
1094,7,8,10.1.0.16,10.1.0.17,12,9300
1095,31,29,10.3.0.16,10.3.0.14,10,3530
1096,22,18,10.2.0.19,10.2.0.15,17,12240
1097,12,32,10.1.0.21,10.3.0.17,8,5696
1098,15,17,10.2.0.12,10.2.0.14,14,17122
1099,18,32,10.2.0.15,10.3.0.17,8,8632
1100,11,27,10.1.0.20,10.3.0.12,18,4266
1101,3,8,10.1.0.12,10.1.0.17,14,16016
1102,9,2,10.1.0.18,10.1.0.11,13,5057
1103,17,10,10.2.0.14,10.1.0.19,10,9780
1104,10,9,10.1.0.19,10.1.0.18,20,12440
1105,4,7,10.1.0.13,10.1.0.16,2,1322
1106,14,16,10.2.0.11,10.2.0.13,20,16880
1107,28,32,10.3.0.13,10.3.0.17,10,4600
1108,12,6,10.1.0.21,10.1.0.15,14,14238
1109,24,3,10.2.0.21,10.1.0.12,10,3000
1110,2,6,10.1.0.11,10.1.0.15,9,9657
1111,3,12,10.1.0.12,10.1.0.21,12,14856
1112,23,19,10.2.0.20,10.2.0.16,10,5750
1113,9,3,10.1.0.18,10.1.0.12,8,2792
1114,6,5,10.1.0.15,10.1.0.14,8,5424
1115,24,3,10.2.0.21,10.1.0.12,5,4540
1116,10,35,10.1.0.19,10.3.0.20,20,15040
1117,27,32,10.3.0.12,10.3.0.17,6,5256
1118,2,7,10.1.0.11,10.1.0.16,18,4734
1119,17,22,10.2.0.14,10.2.0.19,4,5416
1120,9,1,10.1.0.18,10.1.0.10,7,1680
1121,4,34,10.1.0.13,10.3.0.19,2,2022
1122,33,12,10.3.0.18,10.1.0.21,18,7092
1123,2,9,10.1.0.11,10.1.0.18,12,3672
1124,30,28,10.3.0.15,10.3.0.13,12,12372
1125,19,18,10.2.0.16,10.2.0.15,11,11121
1126,1,11,10.1.0.10,10.1.0.20,19,4104
1127,32,26,10.3.0.17,10.3.0.11,2,1068
1128,21,14,10.2.0.18,10.2.0.11,6,5178
1129,20,24,10.2.0.17,10.2.0.21,6,7380
1130,10,25,10.1.0.19,10.3.0.10,13,12168
1131,23,27,10.2.0.20,10.3.0.12,5,5690
1132,23,22,10.2.0.20,10.2.0.19,13,5785
1133,13,30,10.2.0.10,10.3.0.15,4,5308
1134,8,6,10.1.0.17,10.1.0.15,14,12138
1135,32,10,10.3.0.17,10.1.0.19,2,1280
1136,13,17,10.2.0.10,10.2.0.14,18,20106
1137,12,9,10.1.0.21,10.1.0.18,2,2558
1138,15,4,10.2.0.12,10.1.0.13,17,8160
1139,23,19,10.2.0.20,10.2.0.16,15,11820
1140,12,1,10.1.0.21,10.1.0.10,11,13739
1141,36,33,10.3.0.21,10.3.0.18,20,26160
1142,17,16,10.2.0.14,10.2.0.13,16,6576
1143,15,22,10.2.0.12,10.2.0.19,6,4914
1144,27,15,10.3.0.12,10.2.0.12,18,10602
1145,2,4,10.1.0.11,10.1.0.13,13,15977
1146,22,23,10.2.0.19,10.2.0.20,18,6426
1147,36,29,10.3.0.21,10.3.0.14,12,2772
1148,7,6,10.1.0.16,10.1.0.15,2,1522
1149,28,34,10.3.0.13,10.3.0.19,17,4607
1150,35,31,10.3.0.20,10.3.0.16,17,8126
1151,2,11,10.1.0.11,10.1.0.20,10,9580
1152,31,34,10.3.0.16,10.3.0.19,16,13312
1153,7,13,10.1.0.16,10.2.0.10,8,7216
1154,9,5,10.1.0.18,10.1.0.14,10,3340
1155,32,30,10.3.0.17,10.3.0.15,15,3390
1156,31,11,10.3.0.16,10.1.0.20,11,13255
1157,17,24,10.2.0.14,10.2.0.21,4,4000
1158,7,12,10.1.0.16,10.1.0.21,12,3720
1159,21,25,10.2.0.18,10.3.0.10,4,5024
1160,12,35,10.1.0.21,10.3.0.20,19,4864
1161,5,9,10.1.0.14,10.1.0.18,13,8996
1162,10,11,10.1.0.19,10.1.0.20,17,18037
1163,5,9,10.1.0.14,10.1.0.18,18,6048
1164,17,12,10.2.0.14,10.1.0.21,12,14688
1165,34,26,10.3.0.19,10.3.0.11,17,15810
1166,36,33,10.3.0.21,10.3.0.18,8,1872
1167,30,31,10.3.0.15,10.3.0.16,4,4920
1168,19,17,10.2.0.16,10.2.0.14,16,7424
1169,3,12,10.1.0.12,10.1.0.21,20,22980
1170,36,15,10.3.0.21,10.2.0.12,14,5012
1171,21,23,10.2.0.18,10.2.0.20,17,3842
1172,29,28,10.3.0.14,10.3.0.13,11,3058
1173,3,10,10.1.0.12,10.1.0.19,15,19950
1174,20,15,10.2.0.17,10.2.0.12,8,8232
1175,33,35,10.3.0.18,10.3.0.20,12,12960
1176,12,10,10.1.0.21,10.1.0.19,12,6372
1177,29,26,10.3.0.14,10.3.0.11,12,9600
1178,32,33,10.3.0.17,10.3.0.18,6,3228
1179,11,6,10.1.0.20,10.1.0.15,12,4212
1180,16,14,10.2.0.13,10.2.0.11,3,1899
1181,15,22,10.2.0.12,10.2.0.19,11,2684
1182,24,32,10.2.0.21,10.3.0.17,9,7164
1183,7,12,10.1.0.16,10.1.0.21,10,8340
1184,9,10,10.1.0.18,10.1.0.19,16,4640
1185,18,14,10.2.0.15,10.2.0.11,9,6021
1186,36,28,10.3.0.21,10.3.0.13,19,6821
1187,29,26,10.3.0.14,10.3.0.11,11,12034
1188,12,5,10.1.0.21,10.1.0.14,8,9896
1189,36,31,10.3.0.21,10.3.0.16,5,1480
1190,22,15,10.2.0.19,10.2.0.12,7,6979
1191,34,20,10.3.0.19,10.2.0.17,20,22940
1192,4,6,10.1.0.13,10.1.0.15,16,14288
1193,30,3,10.3.0.15,10.1.0.12,18,7506
1194,24,18,10.2.0.21,10.2.0.15,13,3978
1195,35,28,10.3.0.20,10.3.0.13,13,5733
1196,10,9,10.1.0.19,10.1.0.18,6,2010
1197,35,32,10.3.0.20,10.3.0.17,7,2527
1198,19,24,10.2.0.16,10.2.0.21,19,13281
1199,1,5,10.1.0.10,10.1.0.14,7,5985
1200,24,23,10.2.0.21,10.2.0.20,4,5592
1201,3,7,10.1.0.12,10.1.0.16,5,4990
1202,19,13,10.2.0.16,10.2.0.10,10,7720
1203,16,13,10.2.0.13,10.2.0.10,9,7227
1204,16,18,10.2.0.13,10.2.0.15,11,3443
1205,30,27,10.3.0.15,10.3.0.12,11,13409
1206,7,4,10.1.0.16,10.1.0.13,17,10829
1207,24,14,10.2.0.21,10.2.0.11,10,4650
1208,12,11,10.1.0.21,10.1.0.20,19,19228
1209,9,3,10.1.0.18,10.1.0.12,16,17616
1210,33,34,10.3.0.18,10.3.0.19,8,5856
1211,14,23,10.2.0.11,10.2.0.20,10,2080
1212,3,23,10.1.0.12,10.2.0.20,16,10112
1213,1,8,10.1.0.10,10.1.0.17,6,7656
1214,18,19,10.2.0.15,10.2.0.16,6,7530
1215,14,18,10.2.0.11,10.2.0.15,12,5796
1216,23,21,10.2.0.20,10.2.0.18,20,19140
1217,5,9,10.1.0.14,10.1.0.18,17,15589
1218,34,32,10.3.0.19,10.3.0.17,2,1976
1219,11,4,10.1.0.20,10.1.0.13,18,4590
1220,22,17,10.2.0.19,10.2.0.14,8,10296
1221,25,11,10.3.0.10,10.1.0.20,9,10053
1222,14,21,10.2.0.11,10.2.0.18,2,736
1223,34,28,10.3.0.19,10.3.0.13,9,12087
1224,17,13,10.2.0.14,10.2.0.10,5,5100
1225,36,34,10.3.0.21,10.3.0.19,8,2448
1226,35,31,10.3.0.20,10.3.0.16,12,9372
1227,11,4,10.1.0.20,10.1.0.13,6,2382
1228,34,26,10.3.0.19,10.3.0.11,12,6900
1229,7,4,10.1.0.16,10.1.0.13,15,17895
1230,26,12,10.3.0.11,10.1.0.21,10,3660
1231,15,22,10.2.0.12,10.2.0.19,6,4542
1232,33,1,10.3.0.18,10.1.0.10,18,22608
1233,24,15,10.2.0.21,10.2.0.12,19,22154
1234,5,9,10.1.0.14,10.1.0.18,2,698
1235,4,8,10.1.0.13,10.1.0.17,5,1650
1236,20,14,10.2.0.17,10.2.0.11,5,6840
1237,32,28,10.3.0.17,10.3.0.13,10,8160
1238,16,14,10.2.0.13,10.2.0.11,14,11018
1239,16,29,10.2.0.13,10.3.0.14,4,1924
1240,35,32,10.3.0.20,10.3.0.17,10,11110
1241,9,5,10.1.0.18,10.1.0.14,4,1488
1242,13,15,10.2.0.10,10.2.0.12,10,5220
1243,23,20,10.2.0.20,10.2.0.17,10,9260
1244,2,5,10.1.0.11,10.1.0.14,4,1056
1245,36,28,10.3.0.21,10.3.0.13,19,21223
1246,32,26,10.3.0.17,10.3.0.11,16,18352
1247,35,26,10.3.0.20,10.3.0.11,13,4719
1248,33,8,10.3.0.18,10.1.0.17,13,6071
1249,34,1,10.3.0.19,10.1.0.10,13,8801
1250,32,34,10.3.0.17,10.3.0.19,12,12540
1251,27,33,10.3.0.12,10.3.0.18,19,16891
1252,12,23,10.1.0.21,10.2.0.20,2,456
1253,14,35,10.2.0.11,10.3.0.20,17,15300
1254,30,6,10.3.0.15,10.1.0.15,4,3004
1255,2,4,10.1.0.11,10.1.0.13,11,4301
1256,28,36,10.3.0.13,10.3.0.21,12,14256
1257,12,8,10.1.0.21,10.1.0.17,4,2828
1258,10,5,10.1.0.19,10.1.0.14,8,2664
1259,9,10,10.1.0.18,10.1.0.19,3,753
1260,5,4,10.1.0.14,10.1.0.13,15,4605
1261,36,27,10.3.0.21,10.3.0.12,10,8020
1262,8,18,10.1.0.17,10.2.0.15,20,8480
1263,23,13,10.2.0.20,10.2.0.10,11,15037
1264,26,30,10.3.0.11,10.3.0.15,9,1782
1265,6,36,10.1.0.15,10.3.0.21,10,5240
1266,13,22,10.2.0.10,10.2.0.19,10,13180
1267,1,2,10.1.0.10,10.1.0.11,12,3696
1268,26,29,10.3.0.11,10.3.0.14,7,4193
1269,17,21,10.2.0.14,10.2.0.18,8,5296
1270,5,11,10.1.0.14,10.1.0.20,10,6220
1271,6,11,10.1.0.15,10.1.0.20,6,6930
1272,29,32,10.3.0.14,10.3.0.17,4,5572
1273,8,3,10.1.0.17,10.1.0.12,3,1851
1274,32,30,10.3.0.17,10.3.0.15,16,3408
1275,18,23,10.2.0.15,10.2.0.20,19,19931
1276,6,10,10.1.0.15,10.1.0.19,7,6643
1277,10,9,10.1.0.19,10.1.0.18,16,9328
1278,25,32,10.3.0.10,10.3.0.17,9,7272
1279,3,18,10.1.0.12,10.2.0.15,8,7904
1280,5,7,10.1.0.14,10.1.0.16,10,9580
1281,33,36,10.3.0.18,10.3.0.21,8,10592
1282,4,7,10.1.0.13,10.1.0.16,14,6006
1283,20,16,10.2.0.17,10.2.0.13,7,9373
1284,28,26,10.3.0.13,10.3.0.11,17,9027
1285,15,20,10.2.0.12,10.2.0.17,3,861
1286,19,13,10.2.0.16,10.2.0.10,18,15624
1287,35,34,10.3.0.20,10.3.0.19,7,3885
1288,11,10,10.1.0.20,10.1.0.19,6,2502
1289,33,30,10.3.0.18,10.3.0.15,20,5600
1290,27,33,10.3.0.12,10.3.0.18,10,3260
1291,2,32,10.1.0.11,10.3.0.17,16,11408
1292,14,17,10.2.0.11,10.2.0.14,6,2514
1293,32,29,10.3.0.17,10.3.0.14,12,4392
1294,11,6,10.1.0.20,10.1.0.15,15,17055
1295,16,21,10.2.0.13,10.2.0.18,6,4536
1296,21,24,10.2.0.18,10.2.0.21,5,970
1297,31,10,10.3.0.16,10.1.0.19,10,7030
1298,22,14,10.2.0.19,10.2.0.11,16,12688
1299,5,34,10.1.0.14,10.3.0.19,4,1540
1300,32,28,10.3.0.17,10.3.0.13,11,5874
1301,23,9,10.2.0.20,10.1.0.18,16,16608
1302,13,21,10.2.0.10,10.2.0.18,5,5090
1303,17,23,10.2.0.14,10.2.0.20,3,1806
1304,12,10,10.1.0.21,10.1.0.19,6,4590
1305,9,11,10.1.0.18,10.1.0.20,17,16303
1306,30,31,10.3.0.15,10.3.0.16,14,14448
1307,27,34,10.3.0.12,10.3.0.19,9,3267
1308,31,27,10.3.0.16,10.3.0.12,10,8940
1309,14,17,10.2.0.11,10.2.0.14,18,19368
1310,9,3,10.1.0.18,10.1.0.12,10,14000
1311,21,24,10.2.0.18,10.2.0.21,13,15262
1312,20,16,10.2.0.17,10.2.0.13,6,4566
1313,17,16,10.2.0.14,10.2.0.13,19,16853
1314,11,6,10.1.0.20,10.1.0.15,5,2760
1315,28,32,10.3.0.13,10.3.0.17,20,27080
1316,25,35,10.3.0.10,10.3.0.20,17,15368
1317,8,3,10.1.0.17,10.1.0.12,20,23900
1318,34,22,10.3.0.19,10.2.0.19,7,9660
1319,7,4,10.1.0.16,10.1.0.13,7,4690
1320,4,11,10.1.0.13,10.1.0.20,6,6552
1321,26,4,10.3.0.11,10.1.0.13,13,10543
1322,10,6,10.1.0.19,10.1.0.15,13,11154
1323,23,25,10.2.0.20,10.3.0.10,20,13960
1324,29,26,10.3.0.14,10.3.0.11,18,6966
1325,26,32,10.3.0.11,10.3.0.17,19,23636
1326,7,5,10.1.0.16,10.1.0.14,13,13481
1327,13,20,10.2.0.10,10.2.0.17,3,3435
1328,22,13,10.2.0.19,10.2.0.10,6,4302
1329,26,30,10.3.0.11,10.3.0.15,15,9240
1330,9,7,10.1.0.18,10.1.0.16,5,4660
1331,19,11,10.2.0.16,10.1.0.20,12,15624
1332,25,30,10.3.0.10,10.3.0.15,20,14700
1333,17,24,10.2.0.14,10.2.0.21,17,11237
1334,17,20,10.2.0.14,10.2.0.17,15,14550
1335,19,13,10.2.0.16,10.2.0.10,12,4608
1336,24,1,10.2.0.21,10.1.0.10,4,5288
1337,17,15,10.2.0.14,10.2.0.12,3,1662
1338,26,32,10.3.0.11,10.3.0.17,12,13896
1339,21,14,10.2.0.18,10.2.0.11,18,15030
1340,13,16,10.2.0.10,10.2.0.13,17,6120
1341,8,6,10.1.0.17,10.1.0.15,10,8400
1342,36,25,10.3.0.21,10.3.0.10,6,5046
1343,10,12,10.1.0.19,10.1.0.21,12,10740
1344,26,15,10.3.0.11,10.2.0.12,3,1050
1345,31,10,10.3.0.16,10.1.0.19,13,11609
1346,9,5,10.1.0.18,10.1.0.14,8,10768
1347,34,35,10.3.0.19,10.3.0.20,18,21726
1348,11,16,10.1.0.20,10.2.0.13,7,2548
1349,10,5,10.1.0.19,10.1.0.14,6,2382
1350,20,16,10.2.0.17,10.2.0.13,6,4536
1351,15,21,10.2.0.12,10.2.0.18,20,25860
1352,15,13,10.2.0.12,10.2.0.10,5,3490
1353,5,10,10.1.0.14,10.1.0.19,4,2956
1354,20,22,10.2.0.17,10.2.0.19,7,6923
1355,26,20,10.3.0.11,10.2.0.17,10,7590
1356,36,31,10.3.0.21,10.3.0.16,6,7128
1357,14,27,10.2.0.11,10.3.0.12,13,4849
1358,32,36,10.3.0.17,10.3.0.21,7,9786
1359,27,28,10.3.0.12,10.3.0.13,3,2046
1360,7,9,10.1.0.16,10.1.0.18,15,20145
1361,32,29,10.3.0.17,10.3.0.14,12,9048
1362,1,12,10.1.0.10,10.1.0.21,12,14100
1363,23,14,10.2.0.20,10.2.0.11,2,1386
1364,13,15,10.2.0.10,10.2.0.12,15,19875
1365,3,9,10.1.0.12,10.1.0.18,15,18825
1366,14,18,10.2.0.11,10.2.0.15,16,4848
1367,35,36,10.3.0.20,10.3.0.21,20,24320
1368,22,15,10.2.0.19,10.2.0.12,14,9730
1369,8,21,10.1.0.17,10.2.0.18,19,9595
1370,7,6,10.1.0.16,10.1.0.15,2,2034
1371,22,16,10.2.0.19,10.2.0.13,14,11914
1372,24,22,10.2.0.21,10.2.0.19,10,9010
1373,29,31,10.3.0.14,10.3.0.16,16,20064
1374,18,17,10.2.0.15,10.2.0.14,19,14706
1375,24,13,10.2.0.21,10.2.0.10,5,6155
1376,31,26,10.3.0.16,10.3.0.11,2,378
1377,33,32,10.3.0.18,10.3.0.17,13,6877
1378,12,10,10.1.0.21,10.1.0.19,7,6790
1379,8,3,10.1.0.17,10.1.0.12,14,3752
1380,7,11,10.1.0.16,10.1.0.20,7,7903
1381,8,16,10.1.0.17,10.2.0.13,4,4120
1382,13,18,10.2.0.10,10.2.0.15,15,14235
1383,10,9,10.1.0.19,10.1.0.18,15,11295
1384,14,22,10.2.0.11,10.2.0.19,15,20970
1385,3,9,10.1.0.12,10.1.0.18,18,11268
1386,29,7,10.3.0.14,10.1.0.16,17,13277
1387,1,28,10.1.0.10,10.3.0.13,15,8205
1388,11,2,10.1.0.20,10.1.0.11,17,5202
1389,26,35,10.3.0.11,10.3.0.20,11,14652
1390,36,30,10.3.0.21,10.3.0.15,2,1274
1391,28,36,10.3.0.13,10.3.0.21,16,9360
1392,22,24,10.2.0.19,10.2.0.21,11,14905
1393,33,35,10.3.0.18,10.3.0.20,18,20880
1394,17,23,10.2.0.14,10.2.0.20,13,10387
1395,15,21,10.2.0.12,10.2.0.18,14,6902
1396,11,2,10.1.0.20,10.1.0.11,16,12464
1397,31,26,10.3.0.16,10.3.0.11,9,11691
1398,26,34,10.3.0.11,10.3.0.19,14,13370
1399,3,29,10.1.0.12,10.3.0.14,3,2691
1400,32,7,10.3.0.17,10.1.0.16,7,4067
1401,28,25,10.3.0.13,10.3.0.10,13,2600
1402,33,34,10.3.0.18,10.3.0.19,12,4992
1403,4,7,10.1.0.13,10.1.0.16,15,4935
1404,31,36,10.3.0.16,10.3.0.21,7,9212
1405,24,14,10.2.0.21,10.2.0.11,7,7490
1406,19,3,10.2.0.16,10.1.0.12,10,7590
1407,6,21,10.1.0.15,10.2.0.18,14,11830
1408,13,20,10.2.0.10,10.2.0.17,20,26900
1409,34,3,10.3.0.19,10.1.0.12,7,6363
1410,8,2,10.1.0.17,10.1.0.11,6,2556
1411,16,24,10.2.0.13,10.2.0.21,11,8602
1412,36,28,10.3.0.21,10.3.0.13,3,2673
1413,8,9,10.1.0.17,10.1.0.18,20,11680
1414,22,16,10.2.0.19,10.2.0.13,10,10520
1415,14,16,10.2.0.11,10.2.0.13,19,18202
1416,33,29,10.3.0.18,10.3.0.14,17,6800
1417,4,16,10.1.0.13,10.2.0.13,17,15045
1418,10,7,10.1.0.19,10.1.0.16,17,8398
1419,4,35,10.1.0.13,10.3.0.20,7,9541
1420,15,21,10.2.0.12,10.2.0.18,14,5320
1421,31,35,10.3.0.16,10.3.0.20,7,9674
1422,18,14,10.2.0.15,10.2.0.11,12,9120
1423,16,22,10.2.0.13,10.2.0.19,10,12240
1424,12,8,10.1.0.21,10.1.0.17,19,16568
1425,6,5,10.1.0.15,10.1.0.14,2,2030
1426,22,20,10.2.0.19,10.2.0.17,11,2057
1427,32,26,10.3.0.17,10.3.0.11,20,17120
1428,9,3,10.1.0.18,10.1.0.12,14,9800
1429,29,35,10.3.0.14,10.3.0.20,6,3276
1430,5,6,10.1.0.14,10.1.0.15,3,3474
1431,32,34,10.3.0.17,10.3.0.19,8,5176
1432,5,12,10.1.0.14,10.1.0.21,7,5068
1433,21,16,10.2.0.18,10.2.0.13,3,2868
1434,35,33,10.3.0.20,10.3.0.18,15,9390
1435,8,3,10.1.0.17,10.1.0.12,18,10278
1436,10,6,10.1.0.19,10.1.0.15,10,13180
1437,24,20,10.2.0.21,10.2.0.17,19,10032
1438,30,31,10.3.0.15,10.3.0.16,9,10638
1439,31,36,10.3.0.16,10.3.0.21,10,13570
1440,21,33,10.2.0.18,10.3.0.18,4,5536
1441,31,32,10.3.0.16,10.3.0.17,8,3496
1442,24,21,10.2.0.21,10.2.0.18,19,13661
1443,12,30,10.1.0.21,10.3.0.15,3,1980
1444,27,29,10.3.0.12,10.3.0.14,13,14560
1445,14,34,10.2.0.11,10.3.0.19,9,7308
1446,26,35,10.3.0.11,10.3.0.20,8,6992
1447,26,3,10.3.0.11,10.1.0.12,2,1070
1448,7,8,10.1.0.16,10.1.0.17,19,12844
1449,28,26,10.3.0.13,10.3.0.11,4,5544
1450,3,6,10.1.0.12,10.1.0.15,3,1770
1451,29,26,10.3.0.14,10.3.0.11,17,7140
1452,22,21,10.2.0.19,10.2.0.18,12,13308
1453,17,18,10.2.0.14,10.2.0.15,15,4815
1454,28,35,10.3.0.13,10.3.0.20,2,1962
1455,11,3,10.1.0.20,10.1.0.12,2,958
1456,6,9,10.1.0.15,10.1.0.18,5,5275
1457,28,27,10.3.0.13,10.3.0.12,20,25520
1458,7,12,10.1.0.16,10.1.0.21,19,16226
1459,6,9,10.1.0.15,10.1.0.18,19,19152
1460,11,9,10.1.0.20,10.1.0.18,5,3640
1461,15,18,10.2.0.12,10.2.0.15,12,9540
1462,25,35,10.3.0.10,10.3.0.20,8,9960
1463,32,29,10.3.0.17,10.3.0.14,15,6285
1464,27,28,10.3.0.12,10.3.0.13,17,9843
1465,25,18,10.3.0.10,10.2.0.15,9,9585
1466,3,6,10.1.0.12,10.1.0.15,13,18057
1467,17,13,10.2.0.14,10.2.0.10,7,3227
1468,15,22,10.2.0.12,10.2.0.19,8,10352
1469,33,29,10.3.0.18,10.3.0.14,5,5290
1470,20,14,10.2.0.17,10.2.0.11,6,2346
1471,33,36,10.3.0.18,10.3.0.21,15,17670
1472,26,33,10.3.0.11,10.3.0.18,3,768
1473,22,7,10.2.0.19,10.1.0.16,2,1720
1474,23,21,10.2.0.20,10.2.0.18,12,2712
1475,5,12,10.1.0.14,10.1.0.21,17,14994
1476,27,35,10.3.0.12,10.3.0.20,6,7080
1477,21,14,10.2.0.18,10.2.0.11,8,5760
1478,24,14,10.2.0.21,10.2.0.11,20,10460
1479,21,23,10.2.0.18,10.2.0.20,5,3145
1480,17,18,10.2.0.14,10.2.0.15,4,4816
1481,30,36,10.3.0.15,10.3.0.21,2,954
1482,13,15,10.2.0.10,10.2.0.12,14,7854
1483,5,10,10.1.0.14,10.1.0.19,13,12324
1484,18,19,10.2.0.15,10.2.0.16,11,13574
1485,13,20,10.2.0.10,10.2.0.17,16,8608
1486,3,11,10.1.0.12,10.1.0.20,2,948
1487,11,8,10.1.0.20,10.1.0.17,7,9352
1488,36,34,10.3.0.21,10.3.0.19,5,2070
1489,31,28,10.3.0.16,10.3.0.13,12,6492
1490,32,16,10.3.0.17,10.2.0.13,16,10000
1491,16,10,10.2.0.13,10.1.0.19,14,3850
1492,3,9,10.1.0.12,10.1.0.18,16,12832
1493,4,11,10.1.0.13,10.1.0.20,7,2051
1494,31,34,10.3.0.16,10.3.0.19,8,9944
1495,5,12,10.1.0.14,10.1.0.21,18,4500
1496,3,12,10.1.0.12,10.1.0.21,20,5340
1497,3,1,10.1.0.12,10.1.0.10,9,4761
1498,29,12,10.3.0.14,10.1.0.21,4,1628
1499,27,25,10.3.0.12,10.3.0.10,7,5194
1500,7,3,10.1.0.16,10.1.0.12,18,17388
1501,23,1,10.2.0.20,10.1.0.10,6,7194
1502,5,6,10.1.0.14,10.1.0.15,6,2760
1503,30,33,10.3.0.15,10.3.0.18,8,6112
1504,11,8,10.1.0.20,10.1.0.17,9,6858
1505,27,28,10.3.0.12,10.3.0.13,2,588
1506,11,12,10.1.0.20,10.1.0.21,5,4935
1507,1,6,10.1.0.10,10.1.0.15,7,8827
1508,27,26,10.3.0.12,10.3.0.11,9,11682
1509,25,29,10.3.0.10,10.3.0.14,6,7302
1510,26,36,10.3.0.11,10.3.0.21,13,13845
1511,30,35,10.3.0.15,10.3.0.20,20,12960
1512,2,8,10.1.0.11,10.1.0.17,2,1280
1513,24,19,10.2.0.21,10.2.0.16,18,21492
1514,18,19,10.2.0.15,10.2.0.16,3,1929
1515,18,19,10.2.0.15,10.2.0.16,14,3094
1516,12,3,10.1.0.21,10.1.0.12,18,7200
1517,9,2,10.1.0.18,10.1.0.11,8,9192
1518,22,13,10.2.0.19,10.2.0.10,7,5348
1519,36,33,10.3.0.21,10.3.0.18,7,5236
1520,35,1,10.3.0.20,10.1.0.10,17,15249
1521,34,25,10.3.0.19,10.3.0.10,3,2262
1522,30,33,10.3.0.15,10.3.0.18,20,23640
1523,18,20,10.2.0.15,10.2.0.17,15,20580
1524,21,14,10.2.0.18,10.2.0.11,12,14052
1525,2,5,10.1.0.11,10.1.0.14,4,1208
1526,21,17,10.2.0.18,10.2.0.14,6,1656
1527,15,3,10.2.0.12,10.1.0.12,15,10485
1528,1,7,10.1.0.10,10.1.0.16,7,1519
1529,7,8,10.1.0.16,10.1.0.17,8,3032
1530,11,7,10.1.0.20,10.1.0.16,2,2274
1531,26,28,10.3.0.11,10.3.0.13,6,3954
