src_ip,dst_ip,src_vlan,dst_vlan,bytes
10.2.0.11,10.2.0.15,1,1,5796
10.2.0.20,10.2.0.18,2,1,19140
10.1.0.14,10.1.0.18,3,2,15589
10.3.0.19,10.3.0.17,1,2,1976
10.1.0.20,10.1.0.13,1,2,4590
10.2.0.19,10.2.0.14,1,2,10296
10.3.0.10,10.1.0.20,2,1,10053
10.2.0.11,10.2.0.18,1,1,736
10.3.0.19,10.3.0.13,1,2,12087
10.2.0.14,10.2.0.10,2,2,5100
10.3.0.21,10.3.0.19,2,1,2448
10.3.0.20,10.3.0.16,2,3,9372
10.1.0.20,10.1.0.13,1,2,2382
10.3.0.19,10.3.0.11,1,2,6900
10.1.0.16,10.1.0.13,1,2,17895
10.3.0.11,10.1.0.21,2,2,3660
10.2.0.12,10.2.0.19,2,1,4542
10.3.0.18,10.1.0.10,2,1,22608
10.2.0.21,10.2.0.12,2,2,22154
10.1.0.14,10.1.0.18,3,2,698
10.1.0.13,10.1.0.17,2,1,1650
10.2.0.17,10.2.0.11,1,1,6840
10.3.0.17,10.3.0.13,2,2,8160
10.2.0.13,10.2.0.11,2,1,11018
10.2.0.13,10.3.0.14,2,1,1924
10.3.0.20,10.3.0.17,2,2,11110
10.1.0.18,10.1.0.14,2,3,1488
10.2.0.10,10.2.0.12,2,2,5220
10.2.0.20,10.2.0.17,2,1,9260
10.1.0.11,10.1.0.14,1,3,1056
10.3.0.21,10.3.0.13,2,2,21223
10.3.0.17,10.3.0.11,2,2,18352
10.3.0.20,10.3.0.11,2,2,4719
10.3.0.18,10.1.0.17,2,1,6071
10.3.0.19,10.1.0.10,1,1,8801
10.3.0.17,10.3.0.19,2,1,12540
10.3.0.12,10.3.0.18,1,2,16891
10.1.0.21,10.2.0.20,2,2,456
10.2.0.11,10.3.0.20,1,2,15300
10.3.0.15,10.1.0.15,1,2,3004
10.1.0.11,10.1.0.13,1,2,4301
10.3.0.13,10.3.0.21,2,2,14256
10.1.0.21,10.1.0.17,2,1,2828
10.1.0.19,10.1.0.14,2,3,2664
10.1.0.18,10.1.0.19,2,2,753
10.1.0.14,10.1.0.13,3,2,4605
10.3.0.21,10.3.0.12,2,1,8020
10.1.0.17,10.2.0.15,1,1,8480
10.2.0.20,10.2.0.10,2,2,15037
10.3.0.11,10.3.0.15,2,1,1782
10.1.0.15,10.3.0.21,2,2,5240
10.2.0.10,10.2.0.19,2,1,13180
10.1.0.10,10.1.0.11,1,1,3696
10.3.0.11,10.3.0.14,2,1,4193
10.2.0.14,10.2.0.18,2,1,5296
10.1.0.14,10.1.0.20,3,1,6220
10.1.0.15,10.1.0.20,2,1,6930
10.3.0.14,10.3.0.17,1,2,5572
10.1.0.17,10.1.0.12,1,2,1851
10.3.0.17,10.3.0.15,2,1,3408
10.2.0.15,10.2.0.20,1,2,19931
10.1.0.15,10.1.0.19,2,2,6643
10.1.0.19,10.1.0.18,2,2,9328
10.3.0.10,10.3.0.17,2,2,7272
10.1.0.12,10.2.0.15,2,1,7904
10.1.0.14,10.1.0.16,3,1,9580
10.3.0.18,10.3.0.21,2,2,10592
10.1.0.13,10.1.0.16,2,1,6006
10.2.0.17,10.2.0.13,1,2,9373
10.3.0.13,10.3.0.11,2,2,9027
10.2.0.12,10.2.0.17,2,1,861
10.2.0.16,10.2.0.10,1,2,15624
10.3.0.20,10.3.0.19,2,1,3885
10.1.0.20,10.1.0.19,1,2,2502
10.3.0.18,10.3.0.15,2,1,5600
10.3.0.12,10.3.0.18,1,2,3260
10.1.0.11,10.3.0.17,1,2,11408
10.2.0.11,10.2.0.14,1,2,2514
10.3.0.17,10.3.0.14,2,1,4392
10.1.0.20,10.1.0.15,1,2,17055
10.2.0.13,10.2.0.18,2,1,4536
10.2.0.18,10.2.0.21,1,2,970
10.3.0.16,10.1.0.19,3,2,7030
10.2.0.19,10.2.0.11,1,1,12688
10.1.0.14,10.3.0.19,3,1,1540
10.3.0.17,10.3.0.13,2,2,5874
10.2.0.20,10.1.0.18,2,2,16608
10.2.0.10,10.2.0.18,2,1,5090
10.2.0.14,10.2.0.20,2,2,1806
10.1.0.21,10.1.0.19,2,2,4590
10.1.0.18,10.1.0.20,2,1,16303
10.3.0.15,10.3.0.16,1,3,14448
10.3.0.12,10.3.0.19,1,1,3267
10.3.0.16,10.3.0.12,3,1,8940
10.2.0.11,10.2.0.14,1,2,19368
10.1.0.18,10.1.0.12,2,2,14000
10.2.0.18,10.2.0.21,1,2,15262
10.2.0.17,10.2.0.13,1,2,4566
10.2.0.14,10.2.0.13,2,2,16853
10.1.0.20,10.1.0.15,1,2,2760
10.3.0.13,10.3.0.17,2,2,27080
10.3.0.10,10.3.0.20,2,2,15368
10.1.0.17,10.1.0.12,1,2,23900
10.3.0.19,10.2.0.19,1,1,9660
10.1.0.16,10.1.0.13,1,2,4690
10.1.0.13,10.1.0.20,2,1,6552
10.3.0.11,10.1.0.13,2,2,10543
10.1.0.19,10.1.0.15,2,2,11154
10.2.0.20,10.3.0.10,2,2,13960
10.3.0.14,10.3.0.11,1,2,6966
10.3.0.11,10.3.0.17,2,2,23636
10.1.0.16,10.1.0.14,1,3,13481
10.2.0.10,10.2.0.17,2,1,3435
10.2.0.19,10.2.0.10,1,2,4302
10.3.0.11,10.3.0.15,2,1,9240
10.1.0.18,10.1.0.16,2,1,4660
10.2.0.16,10.1.0.20,1,1,15624
10.3.0.10,10.3.0.15,2,1,14700
10.2.0.14,10.2.0.21,2,2,11237
10.2.0.14,10.2.0.17,2,1,14550
10.2.0.16,10.2.0.10,1,2,4608
10.2.0.21,10.1.0.10,2,1,5288
10.2.0.14,10.2.0.12,2,2,1662
10.3.0.11,10.3.0.17,2,2,13896
10.2.0.18,10.2.0.11,1,1,15030
10.2.0.10,10.2.0.13,2,2,6120
10.1.0.17,10.1.0.15,1,2,8400
10.3.0.21,10.3.0.10,2,2,5046
10.1.0.19,10.1.0.21,2,2,10740
10.3.0.11,10.2.0.12,2,2,1050
10.3.0.16,10.1.0.19,3,2,11609
10.1.0.18,10.1.0.14,2,3,10768
10.3.0.19,10.3.0.20,1,2,21726
10.1.0.20,10.2.0.13,1,2,2548
10.1.0.19,10.1.0.14,2,3,2382
10.2.0.17,10.2.0.13,1,2,4536
10.2.0.12,10.2.0.18,2,1,25860
10.2.0.12,10.2.0.10,2,2,3490
10.1.0.14,10.1.0.19,3,2,2956
10.2.0.17,10.2.0.19,1,1,6923
10.3.0.11,10.2.0.17,2,1,7590
10.3.0.21,10.3.0.16,2,3,7128
10.2.0.11,10.3.0.12,1,1,4849
10.3.0.17,10.3.0.21,2,2,9786
10.3.0.12,10.3.0.13,1,2,2046
10.1.0.16,10.1.0.18,1,2,20145
10.3.0.17,10.3.0.14,2,1,9048
10.1.0.10,10.1.0.21,1,2,14100
10.2.0.20,10.2.0.11,2,1,1386
10.2.0.10,10.2.0.12,2,2,19875
10.1.0.12,10.1.0.18,2,2,18825
10.2.0.11,10.2.0.15,1,1,4848
10.3.0.20,10.3.0.21,2,2,24320
10.2.0.19,10.2.0.12,1,2,9730
10.1.0.17,10.2.0.18,1,1,9595
10.1.0.16,10.1.0.15,1,2,2034
10.2.0.19,10.2.0.13,1,2,11914
10.2.0.21,10.2.0.19,2,1,9010
10.3.0.14,10.3.0.16,1,3,20064
10.2.0.15,10.2.0.14,1,2,14706
10.2.0.21,10.2.0.10,2,2,6155
10.3.0.16,10.3.0.11,3,2,378
10.3.0.18,10.3.0.17,2,2,6877
10.1.0.21,10.1.0.19,2,2,6790
10.1.0.17,10.1.0.12,1,2,3752
10.1.0.16,10.1.0.20,1,1,7903
10.1.0.17,10.2.0.13,1,2,4120
10.2.0.10,10.2.0.15,2,1,14235
10.1.0.19,10.1.0.18,2,2,11295
10.2.0.11,10.2.0.19,1,1,20970
10.1.0.12,10.1.0.18,2,2,11268
10.3.0.14,10.1.0.16,1,1,13277
10.1.0.10,10.3.0.13,1,2,8205
10.1.0.20,10.1.0.11,1,1,5202
10.3.0.11,10.3.0.20,2,2,14652
10.3.0.21,10.3.0.15,2,1,1274
10.3.0.13,10.3.0.21,2,2,9360
10.2.0.19,10.2.0.21,1,2,14905
10.3.0.18,10.3.0.20,2,2,20880
10.2.0.14,10.2.0.20,2,2,10387
10.2.0.12,10.2.0.18,2,1,6902
10.1.0.20,10.1.0.11,1,1,12464
10.3.0.16,10.3.0.11,3,2,11691
10.3.0.11,10.3.0.19,2,1,13370
10.1.0.12,10.3.0.14,2,1,2691
10.3.0.17,10.1.0.16,2,1,4067
10.3.0.13,10.3.0.10,2,2,2600
10.3.0.18,10.3.0.19,2,1,4992
10.1.0.13,10.1.0.16,2,1,4935
10.3.0.16,10.3.0.21,3,2,9212
10.2.0.21,10.2.0.11,2,1,7490
10.2.0.16,10.1.0.12,1,2,7590
10.1.0.15,10.2.0.18,2,1,11830
10.2.0.10,10.2.0.17,2,1,26900
10.3.0.19,10.1.0.12,1,2,6363
10.1.0.17,10.1.0.11,1,1,2556
10.2.0.13,10.2.0.21,2,2,8602
10.3.0.21,10.3.0.13,2,2,2673
10.1.0.17,10.1.0.18,1,2,11680
10.2.0.19,10.2.0.13,1,2,10520
10.2.0.11,10.2.0.13,1,2,18202
10.3.0.18,10.3.0.14,2,1,6800
10.1.0.13,10.2.0.13,2,2,15045
10.1.0.19,10.1.0.16,2,1,8398
10.1.0.13,10.3.0.20,2,2,9541
10.2.0.12,10.2.0.18,2,1,5320
10.3.0.16,10.3.0.20,3,2,9674
10.2.0.15,10.2.0.11,1,1,9120
10.2.0.13,10.2.0.19,2,1,12240
10.1.0.21,10.1.0.17,2,1,16568
10.1.0.15,10.1.0.14,2,3,2030
10.2.0.19,10.2.0.17,1,1,2057
10.3.0.17,10.3.0.11,2,2,17120
10.1.0.18,10.1.0.12,2,2,9800
10.3.0.14,10.3.0.20,1,2,3276
10.1.0.14,10.1.0.15,3,2,3474
10.3.0.17,10.3.0.19,2,1,5176
10.1.0.14,10.1.0.21,3,2,5068
10.2.0.18,10.2.0.13,1,2,2868
10.3.0.20,10.3.0.18,2,2,9390
10.1.0.17,10.1.0.12,1,2,10278
10.1.0.19,10.1.0.15,2,2,13180
10.2.0.21,10.2.0.17,2,1,10032
10.3.0.15,10.3.0.16,1,3,10638
10.3.0.16,10.3.0.21,3,2,13570
10.2.0.18,10.3.0.18,1,2,5536
10.3.0.16,10.3.0.17,3,2,3496
10.2.0.21,10.2.0.18,2,1,13661
10.1.0.21,10.3.0.15,2,1,1980
10.3.0.12,10.3.0.14,1,1,14560
10.2.0.11,10.3.0.19,1,1,7308
10.3.0.11,10.3.0.20,2,2,6992
10.3.0.11,10.1.0.12,2,2,1070
10.1.0.16,10.1.0.17,1,1,12844
10.3.0.13,10.3.0.11,2,2,5544
10.1.0.12,10.1.0.15,2,2,1770
10.3.0.14,10.3.0.11,1,2,7140
10.2.0.19,10.2.0.18,1,1,13308
10.2.0.14,10.2.0.15,2,1,4815
10.3.0.13,10.3.0.20,2,2,1962
10.1.0.20,10.1.0.12,1,2,958
10.1.0.15,10.1.0.18,2,2,5275
10.3.0.13,10.3.0.12,2,1,25520
10.1.0.16,10.1.0.21,1,2,16226
10.1.0.15,10.1.0.18,2,2,19152
10.1.0.20,10.1.0.18,1,2,3640
10.2.0.12,10.2.0.15,2,1,9540
10.3.0.10,10.3.0.20,2,2,9960
10.3.0.17,10.3.0.14,2,1,6285
10.3.0.12,10.3.0.13,1,2,9843
10.3.0.10,10.2.0.15,2,1,9585
10.1.0.12,10.1.0.15,2,2,18057
10.2.0.14,10.2.0.10,2,2,3227
10.2.0.12,10.2.0.19,2,1,10352
10.3.0.18,10.3.0.14,2,1,5290
10.2.0.17,10.2.0.11,1,1,2346
10.3.0.18,10.3.0.21,2,2,17670
10.3.0.11,10.3.0.18,2,2,768
10.2.0.19,10.1.0.16,1,1,1720
10.2.0.20,10.2.0.18,2,1,2712
10.1.0.14,10.1.0.21,3,2,14994
10.3.0.12,10.3.0.20,1,2,7080
10.2.0.18,10.2.0.11,1,1,5760
10.2.0.21,10.2.0.11,2,1,10460
10.2.0.18,10.2.0.20,1,2,3145
10.2.0.14,10.2.0.15,2,1,4816
10.3.0.15,10.3.0.21,1,2,954
10.2.0.10,10.2.0.12,2,2,7854
10.1.0.14,10.1.0.19,3,2,12324
10.2.0.15,10.2.0.16,1,1,13574
10.2.0.10,10.2.0.17,2,1,8608
10.1.0.12,10.1.0.20,2,1,948
10.1.0.20,10.1.0.17,1,1,9352
10.3.0.21,10.3.0.19,2,1,2070
10.3.0.16,10.3.0.13,3,2,6492
10.3.0.17,10.2.0.13,2,2,10000
10.2.0.13,10.1.0.19,2,2,3850
10.1.0.12,10.1.0.18,2,2,12832
10.1.0.13,10.1.0.20,2,1,2051
10.3.0.16,10.3.0.19,3,1,9944
10.1.0.14,10.1.0.21,3,2,4500
10.1.0.12,10.1.0.21,2,2,5340
10.1.0.12,10.1.0.10,2,1,4761
10.3.0.14,10.1.0.21,1,2,1628
10.3.0.12,10.3.0.10,1,2,5194
10.1.0.16,10.1.0.12,1,2,17388
10.2.0.20,10.1.0.10,2,1,7194
10.1.0.14,10.1.0.15,3,2,2760
10.3.0.15,10.3.0.18,1,2,6112
10.1.0.20,10.1.0.17,1,1,6858
10.3.0.12,10.3.0.13,1,2,588
10.1.0.20,10.1.0.21,1,2,4935
10.1.0.10,10.1.0.15,1,2,8827
10.3.0.12,10.3.0.11,1,2,11682
10.3.0.10,10.3.0.14,2,1,7302
10.3.0.11,10.3.0.21,2,2,13845
10.3.0.15,10.3.0.20,1,2,12960
10.1.0.11,10.1.0.17,1,1,1280
10.2.0.21,10.2.0.16,2,1,21492
10.2.0.15,10.2.0.16,1,1,1929
10.2.0.15,10.2.0.16,1,1,3094
10.1.0.21,10.1.0.12,2,2,7200
10.1.0.18,10.1.0.11,2,1,9192
10.2.0.19,10.2.0.10,1,2,5348
10.3.0.21,10.3.0.18,2,2,5236
10.3.0.20,10.1.0.10,2,1,15249
10.3.0.19,10.3.0.10,1,2,2262
10.3.0.15,10.3.0.18,1,2,23640
10.2.0.15,10.2.0.17,1,1,20580
10.2.0.18,10.2.0.11,1,1,14052
10.1.0.11,10.1.0.14,1,3,1208
10.2.0.18,10.2.0.14,1,2,1656
10.2.0.12,10.1.0.12,2,2,10485
10.1.0.10,10.1.0.16,1,1,1519
10.1.0.16,10.1.0.17,1,1,3032
10.1.0.20,10.1.0.16,1,1,2274
10.3.0.11,10.3.0.13,2,2,3954
10.2.0.13,10.2.0.14,2,2,6920
10.3.0.16,10.3.0.17,3,2,4788
10.3.0.10,10.3.0.20,2,2,7658
10.1.0.13,10.1.0.17,2,1,6285
10.2.0.21,10.2.0.12,2,2,3984
10.2.0.17,10.2.0.16,1,1,12650
10.1.0.13,10.3.0.10,2,2,3420
10.3.0.10,10.3.0.21,2,2,3966
10.1.0.11,10.1.0.18,1,2,2712
10.1.0.15,10.1.0.19,2,2,3000
10.1.0.10,10.3.0.19,1,1,13365
10.3.0.20,10.3.0.15,2,1,9441
10.2.0.14,10.2.0.12,2,2,12620
10.2.0.18,10.2.0.15,1,1,3700
10.3.0.18,10.3.0.16,2,3,10544
10.3.0.16,10.3.0.17,3,2,3944
10.2.0.16,10.2.0.11,1,1,5376
10.2.0.20,10.2.0.14,2,2,1638
10.2.0.20,10.2.0.17,2,1,4456
10.1.0.21,10.1.0.10,2,1,5145
10.3.0.19,10.3.0.15,1,1,5085
10.1.0.12,10.1.0.18,2,2,17550
10.3.0.14,10.2.0.13,1,2,16436
10.2.0.14,10.2.0.20,2,2,3604
10.3.0.21,10.3.0.15,2,1,10215
10.3.0.10,10.3.0.19,2,1,6864
10.1.0.18,10.3.0.21,2,2,1934
10.1.0.16,10.1.0.18,1,2,936
10.3.0.10,10.3.0.20,2,2,4365
10.1.0.15,10.1.0.16,2,1,3760
10.2.0.18,10.2.0.21,1,2,19108
10.2.0.12,10.2.0.16,2,1,1926
10.3.0.14,10.3.0.20,1,2,4320
10.3.0.10,10.3.0.19,2,1,4764
10.3.0.16,10.3.0.14,3,1,10864
10.3.0.17,10.1.0.18,2,2,17184
10.2.0.20,10.3.0.10,2,2,5958
10.1.0.18,10.1.0.12,2,2,4460
10.3.0.18,10.3.0.14,2,1,21573
10.3.0.19,10.2.0.16,1,1,5603
10.2.0.11,10.2.0.16,1,1,21312
10.1.0.11,10.1.0.12,1,2,1224
10.2.0.21,10.2.0.17,2,1,9558
10.2.0.16,10.2.0.14,1,2,4150
10.2.0.16,10.1.0.18,1,2,2156
10.3.0.19,10.3.0.15,1,1,18016
10.1.0.11,10.1.0.20,1,1,2445
10.2.0.21,10.1.0.21,2,2,5005
10.3.0.11,10.1.0.15,2,2,9597
10.1.0.19,10.1.0.14,2,3,5292
10.1.0.21,10.1.0.10,2,1,10907
10.1.0.15,10.1.0.12,2,2,10242
10.3.0.13,10.3.0.16,2,3,5880
10.2.0.11,10.2.0.12,1,2,2032
10.3.0.20,10.3.0.18,2,2,24263
10.1.0.14,10.1.0.15,3,2,20927
10.3.0.16,10.1.0.19,3,2,18645
10.2.0.20,10.1.0.12,2,2,2904
10.3.0.12,10.3.0.14,1,1,15276
10.2.0.16,10.2.0.18,1,1,5360
10.1.0.13,10.1.0.19,2,2,20330
10.1.0.18,10.1.0.19,2,2,11350
10.3.0.17,10.3.0.16,2,3,10360
10.1.0.12,10.2.0.13,2,2,12408
10.2.0.15,10.2.0.19,1,1,8260
10.2.0.10,10.1.0.14,2,3,7884
10.2.0.12,10.2.0.10,2,2,6489
10.1.0.21,10.1.0.15,2,2,11133
10.3.0.18,10.3.0.16,2,3,8996
10.3.0.18,10.3.0.21,2,2,19770
10.3.0.20,10.3.0.12,2,1,14960
10.2.0.18,10.1.0.16,1,1,9008
10.1.0.19,10.2.0.18,2,1,15576
10.2.0.15,10.2.0.20,1,2,8874
10.1.0.16,10.1.0.13,1,2,5764
10.3.0.18,10.3.0.16,2,3,6905
10.1.0.20,10.1.0.14,1,3,6855
10.1.0.13,10.1.0.21,2,2,2487
10.2.0.18,10.1.0.21,1,2,5922
10.2.0.10,10.1.0.18,2,2,6820
10.3.0.13,10.3.0.15,2,1,5928
10.1.0.12,10.1.0.18,2,2,24804
10.3.0.17,10.3.0.15,2,1,7124
10.1.0.13,10.1.0.18,2,2,8078
10.2.0.15,10.2.0.12,1,2,18400
10.3.0.12,10.3.0.13,1,2,5630
10.1.0.16,10.2.0.21,1,2,2128
10.1.0.13,10.1.0.11,2,1,5895
10.1.0.15,10.1.0.11,2,1,4858
10.3.0.16,10.3.0.10,3,2,6045
10.1.0.14,10.1.0.18,3,2,11628
10.1.0.18,10.1.0.17,2,1,11430
10.1.0.18,10.1.0.15,2,2,11825
10.2.0.10,10.2.0.15,2,1,12078
10.2.0.17,10.2.0.12,1,2,11458
10.1.0.12,10.1.0.16,2,1,14671
10.2.0.18,10.2.0.21,1,2,21440
10.1.0.19,10.1.0.12,2,2,7344
10.1.0.11,10.1.0.14,1,3,2514
10.3.0.15,10.3.0.11,1,2,1626
10.1.0.18,10.1.0.19,2,2,6902
10.2.0.16,10.2.0.13,1,2,16928
10.3.0.10,10.3.0.15,2,1,4023
10.3.0.18,10.3.0.10,2,2,16388
10.3.0.12,10.1.0.18,1,2,4656
10.3.0.19,10.3.0.18,1,2,17780
10.3.0.19,10.3.0.11,1,2,10840
10.2.0.11,10.2.0.17,1,1,14224
10.2.0.14,10.2.0.20,2,2,4340
10.2.0.11,10.2.0.15,1,1,9652
10.3.0.13,10.3.0.16,2,3,8140
10.1.0.12,10.1.0.10,2,1,11256
10.2.0.14,10.2.0.19,2,1,7447
10.1.0.16,10.2.0.18,1,1,742
10.2.0.17,10.2.0.12,1,2,2784
10.3.0.12,10.3.0.13,1,2,6244
10.3.0.11,10.1.0.18,2,2,7707
10.3.0.10,10.1.0.18,2,2,3914
10.2.0.14,10.2.0.16,2,1,6655
10.2.0.12,10.2.0.19,2,1,6475
10.2.0.14,10.2.0.10,2,2,1374
10.2.0.21,10.2.0.20,2,2,8028
10.3.0.13,10.3.0.15,2,1,15600
10.2.0.12,10.2.0.18,2,1,6776
10.2.0.17,10.2.0.10,1,2,14496
10.3.0.17,10.1.0.21,2,2,4155
10.2.0.14,10.2.0.11,2,1,16000
10.2.0.14,10.2.0.17,2,1,5448
10.2.0.13,10.1.0.15,2,2,1465
10.2.0.18,10.2.0.21,1,2,2608
10.2.0.21,10.2.0.17,2,1,9372
10.3.0.15,10.2.0.14,1,2,12528
10.1.0.19,10.1.0.20,2,1,2016
10.2.0.18,10.2.0.16,1,1,12660
10.2.0.10,10.2.0.13,2,2,10206
10.3.0.17,10.3.0.11,2,2,2622
10.1.0.21,10.1.0.20,2,1,13152
10.3.0.12,10.3.0.16,1,3,23130
10.3.0.14,10.3.0.20,1,2,9534
10.3.0.14,10.3.0.15,1,1,6540
10.1.0.19,10.1.0.21,2,2,17765
10.3.0.16,10.3.0.18,3,2,10602
10.1.0.19,10.1.0.15,2,2,13740
10.1.0.19,10.1.0.18,2,2,14696
10.2.0.15,10.2.0.16,1,1,3558
10.1.0.21,10.1.0.19,2,2,7092
10.3.0.13,10.3.0.12,2,1,7736
10.2.0.12,10.2.0.10,2,2,912
10.2.0.12,10.3.0.18,2,2,14352
10.1.0.10,10.2.0.16,1,1,9084
10.3.0.11,10.3.0.19,2,1,11568
10.2.0.11,10.2.0.16,1,1,4840
10.2.0.13,10.2.0.14,2,2,5544
10.3.0.14,10.3.0.12,1,1,17578
10.1.0.17,10.1.0.11,1,1,4936
10.1.0.15,10.1.0.10,2,1,10040
10.1.0.20,10.1.0.14,1,3,10304
10.2.0.14,10.3.0.15,2,1,13243
10.3.0.14,10.3.0.11,1,2,8820
10.3.0.12,10.3.0.15,1,1,13455
10.2.0.12,10.2.0.10,2,2,12744
10.1.0.20,10.3.0.20,1,2,2037
10.2.0.16,10.2.0.19,1,1,7218
10.1.0.12,10.1.0.10,2,1,4907
10.2.0.19,10.2.0.17,1,1,7293
10.3.0.11,10.3.0.10,2,2,2288
10.3.0.20,10.3.0.10,2,2,5565
10.3.0.20,10.2.0.11,2,1,16480
10.3.0.11,10.2.0.12,2,2,20208
10.2.0.14,10.2.0.12,2,2,14940
10.2.0.12,10.2.0.21,2,2,16560
10.1.0.15,10.1.0.18,2,2,6450
10.2.0.14,10.2.0.12,2,2,4410
10.3.0.19,10.3.0.21,1,2,7836
10.3.0.18,10.3.0.16,2,3,21114
10.1.0.17,10.1.0.20,1,1,1410
10.3.0.10,10.3.0.16,2,3,1190
10.1.0.17,10.3.0.21,1,2,4641
10.1.0.20,10.1.0.21,1,2,11700
10.2.0.20,10.2.0.18,2,1,6528
10.2.0.10,10.3.0.17,2,2,5760
10.2.0.19,10.2.0.11,1,1,12285
10.2.0.18,10.2.0.15,1,1,9600
10.3.0.15,10.3.0.17,1,2,10905
10.2.0.13,10.2.0.19,2,1,25327
10.2.0.10,10.2.0.17,2,1,14729
10.3.0.14,10.3.0.16,1,3,8064
10.1.0.11,10.1.0.16,1,1,6408
10.2.0.15,10.2.0.19,1,1,4555
10.2.0.13,10.2.0.14,2,2,4932
10.3.0.11,10.3.0.17,2,2,6320
10.2.0.11,10.2.0.15,1,1,1745
10.1.0.17,10.1.0.20,1,1,2208
10.1.0.16,10.2.0.15,1,1,6902
10.3.0.16,10.3.0.15,3,1,19040
10.1.0.14,10.1.0.19,3,2,1466
10.1.0.21,10.1.0.10,2,1,16913
10.3.0.10,10.3.0.13,2,2,5680
10.2.0.10,10.2.0.18,2,1,7848
10.2.0.14,10.2.0.17,2,1,12276
10.3.0.11,10.3.0.13,2,2,1302
10.3.0.11,10.3.0.12,2,1,2532
10.2.0.11,10.2.0.16,1,1,24620
10.2.0.12,10.2.0.14,2,2,15301
10.2.0.12,10.2.0.17,2,1,2692
10.2.0.14,10.2.0.17,2,1,5940
10.3.0.19,10.3.0.21,1,2,15520
10.2.0.16,10.2.0.11,1,1,5216
10.1.0.11,10.1.0.15,1,2,4340
10.3.0.13,10.3.0.19,2,1,5540
10.3.0.12,10.3.0.14,1,1,9768
10.2.0.18,10.2.0.19,1,1,5373
10.3.0.21,10.3.0.10,2,2,4023
10.1.0.20,10.1.0.16,1,1,5238
10.1.0.17,10.3.0.17,1,2,7644
10.2.0.14,10.1.0.20,2,1,7440
10.3.0.11,10.3.0.18,2,2,2644
10.2.0.20,10.2.0.12,2,2,13209
10.3.0.14,10.2.0.21,1,2,2052
10.3.0.14,10.3.0.18,1,2,11401
10.3.0.15,10.3.0.11,1,2,3752
10.1.0.20,10.1.0.16,1,1,13442
10.3.0.18,10.2.0.21,2,2,6915
10.1.0.21,10.1.0.11,2,1,17784
10.1.0.15,10.1.0.16,2,1,11118
10.2.0.16,10.2.0.19,1,1,1980
10.3.0.16,10.3.0.10,3,2,7884
10.2.0.13,10.2.0.15,2,1,1836
10.3.0.19,10.3.0.21,1,2,11033
10.3.0.13,10.3.0.19,2,1,2391
10.3.0.21,10.3.0.11,2,2,3540
10.1.0.15,10.1.0.19,2,2,20140
10.3.0.21,10.3.0.16,2,3,7343
10.1.0.12,10.1.0.17,2,1,23001
10.3.0.15,10.3.0.20,1,2,16796
10.1.0.17,10.2.0.16,1,1,2424
10.3.0.18,10.1.0.10,2,1,4860
10.2.0.19,10.2.0.12,1,2,13379
10.1.0.19,10.1.0.12,2,2,12288
10.1.0.14,10.1.0.17,3,1,13030
10.3.0.13,10.3.0.20,2,2,14977
10.2.0.15,10.2.0.11,1,1,11754
10.2.0.21,10.2.0.12,2,2,2895
10.2.0.12,10.2.0.21,2,2,816
10.1.0.12,10.1.0.20,2,1,3575
10.1.0.10,10.1.0.12,1,2,15498
10.1.0.21,10.1.0.11,2,1,1996
10.3.0.15,10.3.0.17,1,2,1735
10.3.0.18,10.3.0.14,2,1,783
10.1.0.16,10.2.0.17,1,1,10165
10.1.0.18,10.1.0.11,2,1,1353
10.2.0.14,10.2.0.20,2,2,2637
10.2.0.17,10.1.0.15,1,2,4372
10.3.0.12,10.3.0.13,1,2,5820
10.1.0.12,10.3.0.21,2,2,17500
10.2.0.21,10.1.0.15,2,2,5580
10.2.0.13,10.2.0.21,2,2,7776
10.1.0.21,10.1.0.14,2,3,1962
10.1.0.11,10.2.0.10,1,2,12330
10.1.0.14,10.1.0.18,3,2,12240
10.2.0.10,10.2.0.20,2,2,13824
10.1.0.21,10.2.0.10,2,2,14602
10.3.0.20,10.3.0.21,2,2,14501
10.3.0.13,10.3.0.17,2,2,5184
10.3.0.20,10.3.0.19,2,1,2742
10.3.0.20,10.3.0.10,2,2,1840
10.1.0.20,10.1.0.10,1,1,546
10.1.0.13,10.1.0.19,2,2,12990
10.3.0.12,10.3.0.16,1,3,2538
