ts,src_id,dst_id,src_ip,dst_ip,src_port,dst_port,protocol,packets,bytes,duration_ms
719,20,25,10.2.0.17,10.3.0.10,37700,5054,UDP,7,87,56
720,22,23,10.2.0.19,10.2.0.20,25658,5006,UDP,9,65,53
721,22,15,10.2.0.19,10.2.0.12,53678,5044,UDP,10,102,56
722,33,4,10.3.0.18,10.1.0.13,25418,10509,TCP,26,9864,7486
723,9,6,10.1.0.18,10.1.0.15,34090,202,TCP,39,3657,2068
724,26,5,10.3.0.11,10.1.0.14,15640,22,TCP,14,718,1035
725,27,31,10.3.0.12,10.3.0.16,46410,22,TCP,9,2337,5340
726,32,30,10.3.0.17,10.3.0.15,54301,22,TCP,18,823,2081
727,14,8,10.2.0.11,10.1.0.17,65401,5089,UDP,10,138,23
728,27,28,10.3.0.12,10.3.0.13,46102,22,TCP,4,675,5528
729,35,5,10.3.0.20,10.1.0.14,35331,22,TCP,16,268,7508
730,30,29,10.3.0.15,10.3.0.14,8662,22,TCP,11,1379,6029
731,26,16,10.3.0.11,10.2.0.13,25112,22,TCP,12,2668,459
732,27,36,10.3.0.12,10.3.0.21,31596,22,TCP,26,2953,4860
733,10,5,10.1.0.19,10.1.0.14,12266,403,TCP,74,5779,1369
734,18,13,10.2.0.15,10.2.0.10,36524,5060,UDP,4,92,42
735,24,22,10.2.0.21,10.2.0.19,49738,5059,UDP,9,182,33
736,32,33,10.3.0.17,10.3.0.18,2371,22,TCP,21,1564,3036
737,8,26,10.1.0.17,10.3.0.11,44464,84,TCP,73,614,3422
738,23,16,10.2.0.20,10.2.0.13,9460,5086,UDP,7,93,20
739,9,1,10.1.0.18,10.1.0.10,14696,280,TCP,24,12539,3901
740,35,26,10.3.0.20,10.3.0.11,41705,22,TCP,14,2467,5544
741,10,9,10.1.0.19,10.1.0.18,46610,251,TCP,55,6117,3655
742,36,30,10.3.0.21,10.3.0.15,19095,22,TCP,25,1224,7308
743,30,25,10.3.0.15,10.3.0.10,9060,42369,ICMP,29,19595,8452
744,30,33,10.3.0.15,10.3.0.18,20760,22,TCP,29,1584,7991
745,17,18,10.2.0.14,10.2.0.15,40287,5054,UDP,8,206,26
746,1,36,10.1.0.10,10.3.0.21,41376,24315,ICMP,81,56655,4506
747,32,30,10.3.0.17,10.3.0.15,20103,22,TCP,21,2129,2131
748,14,22,10.2.0.11,10.2.0.19,60173,5084,UDP,2,123,30
749,26,34,10.3.0.11,10.3.0.19,5569,22,TCP,26,372,5436
750,22,4,10.2.0.19,10.1.0.13,40245,5033,UDP,5,179,11
751,1,34,10.1.0.10,10.3.0.19,46373,150,TCP,29,2037,2729
752,5,8,10.1.0.14,10.1.0.17,18783,19047,ICMP,81,43261,1008
753,27,36,10.3.0.12,10.3.0.21,22636,22,TCP,6,1530,7409
754,25,29,10.3.0.10,10.3.0.14,55972,22,TCP,29,2955,7391
755,4,8,10.1.0.13,10.1.0.17,29085,380,TCP,19,2919,1051
756,5,30,10.1.0.14,10.3.0.15,15997,53237,TCP,59,4841,2003
757,25,20,10.3.0.10,10.2.0.17,7541,22,TCP,22,1455,3143
758,7,35,10.1.0.16,10.3.0.20,56780,229,TCP,17,12703,555
759,6,8,10.1.0.15,10.1.0.17,7060,385,TCP,65,8488,1326
760,33,24,10.3.0.18,10.2.0.21,56013,22,TCP,20,2100,1399
761,5,24,10.1.0.14,10.2.0.21,29428,350,TCP,46,2781,2404
762,24,17,10.2.0.21,10.2.0.14,10544,21346,UDP,92,46768,5671
763,9,1,10.1.0.18,10.1.0.10,1444,297,TCP,57,6043,2537
764,32,26,10.3.0.17,10.3.0.11,28519,36753,TCP,27,25607,6841
765,29,35,10.3.0.14,10.3.0.20,5441,22,TCP,21,516,3414
766,29,22,10.3.0.14,10.2.0.19,19476,22,TCP,22,512,7382
767,17,21,10.2.0.14,10.2.0.18,51400,5009,UDP,10,155,11
768,25,28,10.3.0.10,10.3.0.13,6475,22,TCP,11,2702,2139
769,17,24,10.2.0.14,10.2.0.21,53514,5026,UDP,10,159,24
770,9,5,10.1.0.18,10.1.0.14,63220,385,TCP,80,5676,2176
771,21,2,10.2.0.18,10.1.0.11,43561,56208,UDP,33,38560,2113
772,30,36,10.3.0.15,10.3.0.21,26409,22,TCP,23,2998,524
773,27,29,10.3.0.12,10.3.0.14,27270,22,TCP,27,1237,7056
774,19,17,10.2.0.16,10.2.0.14,3547,21683,UDP,91,45980,1122
775,11,3,10.1.0.20,10.1.0.12,12331,408,TCP,61,6401,3318
776,5,22,10.1.0.14,10.2.0.19,8435,107,TCP,64,5372,2806
777,30,32,10.3.0.15,10.3.0.17,42633,22,TCP,24,1706,3733
778,15,14,10.2.0.12,10.2.0.11,19496,5080,UDP,1,194,43
779,29,25,10.3.0.14,10.3.0.10,47289,22,TCP,20,2288,1423
780,28,27,10.3.0.13,10.3.0.12,36665,58975,TCP,97,10988,9234
781,6,9,10.1.0.15,10.1.0.18,30000,44802,TCP,82,39527,1805
782,15,18,10.2.0.12,10.2.0.15,22416,5050,UDP,2,162,54
783,32,18,10.3.0.17,10.2.0.15,52221,22,TCP,17,2254,2009
784,12,10,10.1.0.21,10.1.0.19,29429,222,TCP,8,11013,165
785,22,27,10.2.0.19,10.3.0.12,48610,5027,UDP,5,81,26
786,13,4,10.2.0.10,10.1.0.13,9201,5019,UDP,6,170,46
787,9,11,10.1.0.18,10.1.0.20,55166,437,TCP,66,11021,3536
788,26,25,10.3.0.11,10.3.0.10,41112,22,TCP,2,958,4504
789,27,31,10.3.0.12,10.3.0.16,38124,22,TCP,30,374,6476
790,27,35,10.3.0.12,10.3.0.20,21565,22,TCP,15,1787,1199
791,16,15,10.2.0.13,10.2.0.12,59545,5100,UDP,6,90,27
792,8,6,10.1.0.17,10.1.0.15,11183,233,TCP,68,2341,4114
793,34,27,10.3.0.19,10.3.0.12,9459,22,TCP,21,691,2569
794,11,7,10.1.0.20,10.1.0.16,56729,258,TCP,42,9645,2464
795,13,20,10.2.0.10,10.2.0.17,3952,5029,UDP,4,51,56
796,9,10,10.1.0.18,10.1.0.19,57854,192,TCP,79,14231,2536
797,7,11,10.1.0.16,10.1.0.20,58284,187,TCP,26,8505,4369
798,23,17,10.2.0.20,10.2.0.14,5846,5100,UDP,7,108,13
799,27,34,10.3.0.12,10.3.0.19,7044,22,TCP,25,795,2220
800,31,34,10.3.0.16,10.3.0.19,57963,22,TCP,13,563,7395
801,3,6,10.1.0.12,10.1.0.15,27520,65455,TCP,33,4854,469
802,11,12,10.1.0.20,10.1.0.21,4427,130,TCP,59,3201,3128
803,11,3,10.1.0.20,10.1.0.12,62284,146,TCP,53,13316,3095
804,2,11,10.1.0.11,10.1.0.20,53770,325,TCP,22,6751,1186
805,3,5,10.1.0.12,10.1.0.14,31791,181,TCP,55,1334,1922
806,27,28,10.3.0.12,10.3.0.13,12649,22,TCP,16,1006,7284
807,24,14,10.2.0.21,10.2.0.11,9437,5030,UDP,8,200,25
808,14,5,10.2.0.11,10.1.0.14,62181,5026,UDP,8,193,26
809,22,23,10.2.0.19,10.2.0.20,1563,5084,UDP,4,215,12
810,21,17,10.2.0.18,10.2.0.14,32370,5038,UDP,9,148,52
811,30,26,10.3.0.15,10.3.0.11,3216,22,TCP,16,1294,5202
812,12,3,10.1.0.21,10.1.0.12,52244,12660,TCP,12,12514,3287
813,22,13,10.2.0.19,10.2.0.10,18052,5048,UDP,6,216,50
814,17,1,10.2.0.14,10.1.0.10,6926,5059,UDP,3,206,10
815,17,19,10.2.0.14,10.2.0.16,37859,5096,UDP,5,188,44
816,25,9,10.3.0.10,10.1.0.18,19178,22,TCP,2,2473,1681
817,5,8,10.1.0.14,10.1.0.17,61500,230,TCP,9,3678,2035
818,4,6,10.1.0.13,10.1.0.15,12143,377,TCP,26,7522,201
819,7,4,10.1.0.16,10.1.0.13,51631,183,TCP,47,935,219
820,26,28,10.3.0.11,10.3.0.13,23514,22,TCP,20,1417,2829
821,21,8,10.2.0.18,10.1.0.17,44650,5084,UDP,6,161,52
822,11,9,10.1.0.20,10.1.0.18,12904,144,TCP,54,13302,429
823,14,19,10.2.0.11,10.2.0.16,65530,5061,UDP,8,130,14
824,20,33,10.2.0.17,10.3.0.18,9222,5096,UDP,4,78,11
825,25,30,10.3.0.10,10.3.0.15,2447,22,TCP,6,2299,3790
826,33,7,10.3.0.18,10.1.0.16,35837,27187,UDP,72,25648,4675
827,7,11,10.1.0.16,10.1.0.20,58481,309,TCP,78,7186,70
828,5,4,10.1.0.14,10.1.0.13,33314,56001,UDP,16,37640,6603
829,31,34,10.3.0.16,10.3.0.19,3928,22,TCP,14,2248,2311
830,23,20,10.2.0.20,10.2.0.17,47883,5077,UDP,4,99,14
831,5,18,10.1.0.14,10.2.0.15,45482,329,TCP,40,1552,3570
832,30,35,10.3.0.15,10.3.0.20,57179,22,TCP,15,2481,1370
833,5,12,10.1.0.14,10.1.0.21,25444,262,TCP,64,5867,3368
834,29,28,10.3.0.14,10.3.0.13,12283,22,TCP,3,2934,5193
835,10,2,10.1.0.19,10.1.0.11,17169,323,TCP,68,9391,1977
836,6,7,10.1.0.15,10.1.0.16,50940,1446,UDP,94,19972,8285
837,15,19,10.2.0.12,10.2.0.16,56745,5038,UDP,2,183,55
838,2,1,10.1.0.11,10.1.0.10,28030,135,TCP,68,12516,3038
839,27,35,10.3.0.12,10.3.0.20,35716,23624,ICMP,63,47610,9644
840,9,3,10.1.0.18,10.1.0.12,10306,158,TCP,20,6967,4484
841,17,23,10.2.0.14,10.2.0.20,21555,60410,ICMP,21,38688,3832
842,19,24,10.2.0.16,10.2.0.21,42249,5029,UDP,2,65,15
843,1,11,10.1.0.10,10.1.0.20,35411,271,TCP,35,6383,1075
844,19,30,10.2.0.16,10.3.0.15,51025,5093,UDP,6,188,49
845,2,11,10.1.0.11,10.1.0.20,19122,172,TCP,69,9837,2461
846,16,23,10.2.0.13,10.2.0.20,26411,5029,UDP,3,216,19
847,10,4,10.1.0.19,10.1.0.13,12173,83,TCP,45,8957,823
848,9,10,10.1.0.18,10.1.0.19,25255,100,TCP,58,7758,910
849,10,5,10.1.0.19,10.1.0.14,59034,426,TCP,62,1451,4558
850,5,6,10.1.0.14,10.1.0.15,45886,393,TCP,71,12914,2005
851,32,35,10.3.0.17,10.3.0.20,23287,22,TCP,23,1454,2595
852,21,7,10.2.0.18,10.1.0.16,52261,5096,UDP,2,53,12
853,33,27,10.3.0.18,10.3.0.12,32993,22,TCP,24,1413,7012
854,22,25,10.2.0.19,10.3.0.10,51157,10545,UDP,48,45514,4864
855,25,29,10.3.0.10,10.3.0.14,2667,14423,TCP,42,60411,923
856,14,17,10.2.0.11,10.2.0.14,13235,5049,UDP,9,110,56
857,21,17,10.2.0.18,10.2.0.14,17270,29872,ICMP,94,46246,9709
858,9,12,10.1.0.18,10.1.0.21,17228,426,TCP,62,4426,1606
859,35,31,10.3.0.20,10.3.0.16,12208,32784,UDP,84,57780,2804
860,11,6,10.1.0.20,10.1.0.15,64505,407,TCP,50,11976,950
861,11,5,10.1.0.20,10.1.0.14,6294,162,TCP,17,1734,4828
862,20,23,10.2.0.17,10.2.0.20,23494,5040,UDP,4,110,55
863,36,33,10.3.0.21,10.3.0.18,27886,22,TCP,9,1684,634
864,24,11,10.2.0.21,10.1.0.20,47327,5051,UDP,4,146,14
865,26,34,10.3.0.11,10.3.0.19,48173,22,TCP,23,927,6381
866,28,26,10.3.0.13,10.3.0.11,5592,22,TCP,16,2729,2751
867,4,2,10.1.0.13,10.1.0.11,19408,221,TCP,57,2669,562
868,16,14,10.2.0.13,10.2.0.11,47814,5020,UDP,2,192,14
869,30,27,10.3.0.15,10.3.0.12,25751,22,TCP,12,2653,2023
870,18,22,10.2.0.15,10.2.0.19,35872,5002,UDP,9,118,30
871,13,22,10.2.0.10,10.2.0.19,37128,5007,UDP,6,126,50
872,21,24,10.2.0.18,10.2.0.21,54724,5096,UDP,1,88,23
873,8,7,10.1.0.17,10.1.0.16,11515,86,TCP,67,13292,2922
874,9,3,10.1.0.18,10.1.0.12,32707,357,TCP,17,12559,2633
875,13,21,10.2.0.10,10.2.0.18,58376,5055,UDP,1,118,58
876,7,10,10.1.0.16,10.1.0.19,6907,344,TCP,30,14043,3932
877,34,33,10.3.0.19,10.3.0.18,20202,38514,ICMP,13,18941,9541
878,14,20,10.2.0.11,10.2.0.17,43968,5058,UDP,5,123,53
879,4,5,10.1.0.13,10.1.0.14,30602,414,TCP,62,4401,3383
880,16,13,10.2.0.13,10.2.0.10,6998,5004,UDP,7,144,33
881,29,30,10.3.0.14,10.3.0.15,35429,22,TCP,3,1244,1336
882,2,1,10.1.0.11,10.1.0.10,46215,48880,UDP,28,15668,5835
883,34,28,10.3.0.19,10.3.0.13,2403,22,TCP,12,2920,7341
884,17,19,10.2.0.14,10.2.0.16,18248,5095,UDP,1,112,50
885,22,15,10.2.0.19,10.2.0.12,65313,5021,UDP,7,47,34
886,9,25,10.1.0.18,10.3.0.10,42112,362,TCP,33,9949,1084
887,11,6,10.1.0.20,10.1.0.15,61816,80,TCP,49,11437,4376
888,18,13,10.2.0.15,10.2.0.10,31465,5053,UDP,10,70,35
889,30,28,10.3.0.15,10.3.0.13,6995,22,TCP,8,2890,1528
890,21,24,10.2.0.18,10.2.0.21,33000,5012,UDP,8,160,43
891,20,24,10.2.0.17,10.2.0.21,59484,5041,UDP,3,219,41
892,15,20,10.2.0.12,10.2.0.17,5280,5057,UDP,9,120,27
893,10,23,10.1.0.19,10.2.0.20,12664,136,TCP,75,881,1680
894,34,30,10.3.0.19,10.3.0.15,52329,22,TCP,26,1620,7255
895,12,4,10.1.0.21,10.1.0.13,17255,52371,UDP,72,29266,2103
896,30,8,10.3.0.15,10.1.0.17,18212,22,TCP,13,2024,6558
897,13,18,10.2.0.10,10.2.0.15,31540,17205,ICMP,50,49833,9469
898,12,2,10.1.0.21,10.1.0.11,33154,200,TCP,67,2408,1916
899,28,27,10.3.0.13,10.3.0.12,10427,22,TCP,20,1314,597
900,2,12,10.1.0.11,10.1.0.21,35230,51611,UDP,91,1324,2526
901,18,20,10.2.0.15,10.2.0.17,31351,5075,UDP,4,120,23
902,12,5,10.1.0.21,10.1.0.14,26129,179,TCP,30,6343,4001
903,9,8,10.1.0.18,10.1.0.17,11394,224,TCP,27,2649,1824
904,15,18,10.2.0.12,10.2.0.15,29898,19822,UDP,35,24853,9081
905,35,33,10.3.0.20,10.3.0.18,43330,22,TCP,6,2271,3328
906,27,30,10.3.0.12,10.3.0.15,57444,22,TCP,26,1341,678
907,16,23,10.2.0.13,10.2.0.20,26137,7620,UDP,32,33056,7893
908,19,22,10.2.0.16,10.2.0.19,44103,5028,UDP,7,117,45
909,29,33,10.3.0.14,10.3.0.18,32875,22,TCP,4,1192,7705
910,4,2,10.1.0.13,10.1.0.11,61981,58667,UDP,53,64176,7021
911,22,23,10.2.0.19,10.2.0.20,26630,5026,UDP,8,80,44
912,8,36,10.1.0.17,10.3.0.21,31437,134,TCP,23,10231,3679
913,21,19,10.2.0.18,10.2.0.16,26016,5093,UDP,10,59,39
914,33,31,10.3.0.18,10.3.0.16,6230,22,TCP,6,781,6653
915,9,5,10.1.0.18,10.1.0.14,64008,154,TCP,19,1199,4428
916,11,4,10.1.0.20,10.1.0.13,8826,435,TCP,66,7160,3176
917,30,34,10.3.0.15,10.3.0.19,39037,22,TCP,8,2463,6393
918,7,10,10.1.0.16,10.1.0.19,25332,290,TCP,40,1154,3692
919,30,32,10.3.0.15,10.3.0.17,59313,22,TCP,6,1411,6186
920,35,33,10.3.0.20,10.3.0.18,32098,22,TCP,25,2860,2631
921,20,13,10.2.0.17,10.2.0.10,39920,5054,UDP,2,195,35
922,30,32,10.3.0.15,10.3.0.17,46868,22,TCP,18,971,1595
923,26,34,10.3.0.11,10.3.0.19,9974,22,TCP,14,922,1413
924,8,11,10.1.0.17,10.1.0.20,43100,245,TCP,73,3021,1202
925,10,2,10.1.0.19,10.1.0.11,52443,354,TCP,12,12505,716
926,1,5,10.1.0.10,10.1.0.14,39891,99,TCP,74,9642,3372
927,8,5,10.1.0.17,10.1.0.14,31416,130,TCP,29,9920,3298
928,17,18,10.2.0.14,10.2.0.15,46164,47578,ICMP,30,12031,57
929,22,18,10.2.0.19,10.2.0.15,56575,5039,UDP,5,94,60
930,15,17,10.2.0.12,10.2.0.14,8471,5082,UDP,6,114,38
931,15,18,10.2.0.12,10.2.0.15,62788,5050,UDP,10,93,39
932,27,31,10.3.0.12,10.3.0.16,55431,22,TCP,13,1117,524
933,17,34,10.2.0.14,10.3.0.19,27922,5081,UDP,4,122,47
934,13,19,10.2.0.10,10.2.0.16,64959,5039,UDP,5,187,27
935,11,1,10.1.0.20,10.1.0.10,14809,20130,UDP,38,36084,3294
936,35,31,10.3.0.20,10.3.0.16,17723,22,TCP,14,2932,5915
937,26,33,10.3.0.11,10.3.0.18,52758,22,TCP,25,1932,1717
938,18,23,10.2.0.15,10.2.0.20,38805,5919,UDP,82,51120,6523
939,21,17,10.2.0.18,10.2.0.14,37049,5030,UDP,4,92,29
940,21,23,10.2.0.18,10.2.0.20,12657,62870,ICMP,33,15007,5982
941,33,26,10.3.0.18,10.3.0.11,32355,22,TCP,13,2431,4154
942,28,26,10.3.0.13,10.3.0.11,29266,22,TCP,14,243,4603
943,29,30,10.3.0.14,10.3.0.15,44552,22,TCP,29,545,4224
944,28,34,10.3.0.13,10.3.0.19,29501,22,TCP,21,2991,1329
945,6,3,10.1.0.15,10.1.0.12,39407,418,TCP,80,10959,2357
946,11,1,10.1.0.20,10.1.0.10,41324,304,TCP,77,12691,4161
947,30,33,10.3.0.15,10.3.0.18,59817,22,TCP,17,951,243
948,32,27,10.3.0.17,10.3.0.12,33130,22,TCP,8,1093,6661
949,10,3,10.1.0.19,10.1.0.12,31291,255,TCP,56,2186,2808
950,34,35,10.3.0.19,10.3.0.20,56527,54543,UDP,7,30999,1205
951,14,15,10.2.0.11,10.2.0.12,63868,5069,UDP,4,41,47
952,3,1,10.1.0.12,10.1.0.10,49471,395,TCP,9,9051,72
953,7,8,10.1.0.16,10.1.0.17,53225,379,TCP,12,2568,1345
954,25,28,10.3.0.10,10.3.0.13,5315,22,TCP,14,637,897
955,7,23,10.1.0.16,10.2.0.20,15387,163,TCP,15,10245,376
956,17,23,10.2.0.14,10.2.0.20,9282,5009,UDP,10,136,22
957,27,28,10.3.0.12,10.3.0.13,65399,22,TCP,3,455,7480
958,24,11,10.2.0.21,10.1.0.20,64609,5014,UDP,5,220,20
959,33,28,10.3.0.18,10.3.0.13,63668,22,TCP,2,1352,411
960,2,14,10.1.0.11,10.2.0.11,18316,324,TCP,69,6618,1803
961,31,32,10.3.0.16,10.3.0.17,63566,22,TCP,20,235,5684
962,24,7,10.2.0.21,10.1.0.16,62723,5072,UDP,4,145,29
963,28,15,10.3.0.13,10.2.0.12,13989,45538,TCP,1,27939,3028
964,2,1,10.1.0.11,10.1.0.10,48454,358,TCP,58,12096,2834
965,10,3,10.1.0.19,10.1.0.12,24331,287,TCP,17,9796,262
966,23,26,10.2.0.20,10.3.0.11,37360,5097,UDP,6,162,32
967,10,8,10.1.0.19,10.1.0.17,13751,317,TCP,62,13562,3844
968,18,19,10.2.0.15,10.2.0.16,49810,5005,UDP,4,138,43
969,21,16,10.2.0.18,10.2.0.13,46277,42739,UDP,56,51137,4363
970,7,6,10.1.0.16,10.1.0.15,18875,211,TCP,53,848,3457
971,10,4,10.1.0.19,10.1.0.13,58126,438,TCP,14,8342,1955
972,13,21,10.2.0.10,10.2.0.18,59154,5087,UDP,6,127,15
973,1,24,10.1.0.10,10.2.0.21,42822,142,TCP,52,3915,4950
974,10,4,10.1.0.19,10.1.0.13,2300,91,TCP,10,9505,3501
975,11,2,10.1.0.20,10.1.0.11,24641,330,TCP,30,9231,2114
976,35,25,10.3.0.20,10.3.0.10,30250,22,TCP,20,915,680
977,11,32,10.1.0.20,10.3.0.17,45410,354,TCP,71,4452,2407
978,33,34,10.3.0.18,10.3.0.19,4983,22,TCP,17,1034,3156
979,14,16,10.2.0.11,10.2.0.13,24125,5058,UDP,2,197,25
980,4,12,10.1.0.13,10.1.0.21,37523,268,TCP,25,3979,3075
981,4,10,10.1.0.13,10.1.0.19,42734,348,TCP,56,783,2932
982,32,27,10.3.0.17,10.3.0.12,31838,22,TCP,29,554,4483
983,5,6,10.1.0.14,10.1.0.15,42044,118,TCP,57,1750,4098
984,4,12,10.1.0.13,10.1.0.21,62457,307,TCP,19,13172,2845
985,18,16,10.2.0.15,10.2.0.13,11336,5022,UDP,3,98,34
986,33,29,10.3.0.18,10.3.0.14,5994,22,TCP,12,2167,2524
987,17,20,10.2.0.14,10.2.0.17,12728,5086,UDP,5,209,23
988,1,12,10.1.0.10,10.1.0.21,36989,2361,TCP,94,36861,8049
989,18,19,10.2.0.15,10.2.0.16,31275,5055,UDP,10,79,30
990,18,16,10.2.0.15,10.2.0.13,35125,5073,UDP,3,111,41
991,15,26,10.2.0.12,10.3.0.11,8203,5069,UDP,2,47,32
992,36,34,10.3.0.21,10.3.0.19,18818,2323,ICMP,56,56581,8271
993,26,35,10.3.0.11,10.3.0.20,29914,22,TCP,3,310,2852
994,29,27,10.3.0.14,10.3.0.12,41134,22,TCP,20,1961,514
995,13,9,10.2.0.10,10.1.0.18,46338,5075,UDP,6,208,15
996,2,9,10.1.0.11,10.1.0.18,46674,348,TCP,7,939,1520
997,34,35,10.3.0.19,10.3.0.20,29695,22,TCP,15,589,7886
998,26,36,10.3.0.11,10.3.0.21,43270,45235,ICMP,65,61327,5062
999,14,20,10.2.0.11,10.2.0.17,55993,5070,UDP,7,60,27
1000,20,15,10.2.0.17,10.2.0.12,19255,5082,UDP,5,197,50
1001,14,22,10.2.0.11,10.2.0.19,38679,5076,UDP,6,130,26
1002,22,12,10.2.0.19,10.1.0.21,7900,5071,UDP,3,80,60
1003,25,34,10.3.0.10,10.3.0.19,35386,22,TCP,21,1399,6823
1004,22,34,10.2.0.19,10.3.0.19,54273,5022,UDP,1,95,58
1005,14,12,10.2.0.11,10.1.0.21,7719,5075,UDP,9,152,55
1006,33,29,10.3.0.18,10.3.0.14,27292,22,TCP,26,952,2027
1007,26,25,10.3.0.11,10.3.0.10,62912,22,TCP,14,2685,3095
1008,20,16,10.2.0.17,10.2.0.13,34328,5006,UDP,2,203,10
1009,2,9,10.1.0.11,10.1.0.18,21884,187,TCP,42,4497,3814
1010,11,2,10.1.0.20,10.1.0.11,64403,110,TCP,27,6705,2712
1011,21,7,10.2.0.18,10.1.0.16,16490,5017,UDP,1,219,21
1012,2,13,10.1.0.11,10.2.0.10,4810,332,TCP,55,7188,3324
1013,33,17,10.3.0.18,10.2.0.14,17781,22,TCP,13,1102,1840
1014,10,2,10.1.0.19,10.1.0.11,13008,100,TCP,26,2946,2435
1015,32,36,10.3.0.17,10.3.0.21,4859,22,TCP,19,2018,5346
1016,1,2,10.1.0.10,10.1.0.11,35854,276,TCP,65,2938,4971
1017,20,28,10.2.0.17,10.3.0.13,5349,63482,ICMP,35,58378,2009
1018,17,16,10.2.0.14,10.2.0.13,10141,5016,UDP,8,81,39
1019,9,1,10.1.0.18,10.1.0.10,16803,15686,TCP,19,46852,6708
1020,33,25,10.3.0.18,10.3.0.10,57588,22,TCP,16,2598,208
1021,6,8,10.1.0.15,10.1.0.17,32523,364,TCP,42,2479,4599
1022,9,12,10.1.0.18,10.1.0.21,55271,28497,ICMP,59,6857,2564
1023,29,35,10.3.0.14,10.3.0.20,42275,22,TCP,18,2255,2462
1024,26,36,10.3.0.11,10.3.0.21,64844,22,TCP,21,1023,3537
1025,2,5,10.1.0.11,10.1.0.14,47923,256,TCP,36,3815,2170
1026,23,20,10.2.0.20,10.2.0.17,65049,5060,UDP,9,176,56
1027,7,11,10.1.0.16,10.1.0.20,45568,401,TCP,23,6674,2764
1028,6,9,10.1.0.15,10.1.0.18,54212,400,TCP,41,1342,4149
1029,31,28,10.3.0.16,10.3.0.13,22262,22,TCP,14,2701,6506
1030,20,24,10.2.0.17,10.2.0.21,62103,17644,UDP,21,40913,9241
1031,8,27,10.1.0.17,10.3.0.12,3584,272,TCP,50,9516,1078
1032,20,13,10.2.0.17,10.2.0.10,50685,5017,UDP,4,209,47
1033,25,28,10.3.0.10,10.3.0.13,41105,22,TCP,18,2197,655
1034,13,16,10.2.0.10,10.2.0.13,28034,5024,UDP,1,184,31
1035,32,27,10.3.0.17,10.3.0.12,32803,22,TCP,18,1644,5265
1036,22,16,10.2.0.19,10.2.0.13,33492,5068,UDP,5,58,42
1037,12,8,10.1.0.21,10.1.0.17,4277,99,TCP,27,7015,629
1038,22,15,10.2.0.19,10.2.0.12,11401,5015,UDP,1,110,43
1039,3,7,10.1.0.12,10.1.0.16,38381,94,TCP,39,5050,4318
1040,32,29,10.3.0.17,10.3.0.14,54115,22,TCP,27,1083,5462
1041,14,13,10.2.0.11,10.2.0.10,63296,22953,TCP,19,59209,513
1042,4,15,10.1.0.13,10.2.0.12,9162,396,TCP,14,7535,3765
1043,27,29,10.3.0.12,10.3.0.14,23863,36402,ICMP,87,15121,9946
1044,1,21,10.1.0.10,10.2.0.18,60848,128,TCP,77,5275,3304
1045,17,4,10.2.0.14,10.1.0.13,47500,5098,UDP,8,56,50
1046,22,24,10.2.0.19,10.2.0.21,22179,5006,UDP,9,205,40
1047,12,5,10.1.0.21,10.1.0.14,45871,109,TCP,55,2599,3402
1048,34,29,10.3.0.19,10.3.0.14,50743,22,TCP,6,416,6638
1049,35,25,10.3.0.20,10.3.0.10,55422,13650,UDP,86,33678,9826
1050,18,22,10.2.0.15,10.2.0.19,42403,5081,UDP,7,58,19
